channel,telemetry_01,telemetry_02,telemetry_03,telemetry_04,telemetry_05,telemetry_06,telemetry_07,telemetry_08,telemetry_09,telemetry_10,telemetry_11,telemetry_12,telemetry_13,telemetry_14,telemetry_15,telemetry_16,telemetry_17,telemetry_18,telemetry_19,telemetry_20,telemetry_21,telemetry_22,telemetry_23,telemetry_24,telemetry_25,telemetry_26,telemetry_27,telemetry_28
telemetry_01,1.0,0.0005837418724231784,,0.005915522985482875,0.017376094445478205,0.0739477755615881,-0.006734451150598722,,0.013138629007072678,0.002671440693458836,0.039702292534405326,-0.07008152044202873,0.07233571237665769,,-0.015136161667688237,-0.06482771468400651,,-0.22065804152204024,0.04210083272083128,,0.04164174127101558,0.062493888458234274,-0.00010160418022500956,0.022713696435962695,-0.07459845770382133,0.17165888826128164,,-0.07308826682999586
telemetry_02,0.0005837418724231784,1.0,,-0.00012630265003862998,0.014283207291856262,-0.0019640956175931115,-0.0015094507063596458,,0.0010777828315385622,-0.005132997179042606,-0.0027852631172919956,0.0003223217710925799,-0.001137411573263524,,0.0025520222261137893,0.0028930231290925533,,-0.005515404266272119,0.002211869629086181,,0.0027163888533518203,0.0020519561934958593,-0.00018746045006311733,0.0011461194341814147,0.000467046575587742,0.00018303515611627763,,0.00674220635896736
telemetry_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telemetry_04,0.005915522985482875,-0.00012630265003862998,,1.0,0.0027248389182413443,-0.006385674385485735,0.004902642517564649,,-0.0014673137187165553,-0.05588422378396795,0.017943043956374364,0.007019607676507563,-0.0019333959642140693,,0.006978739304507128,0.002622811672145907,,0.002913781370484563,0.004960534143992762,,0.0028107876195692925,0.0010072365738887984,-0.006391247177563596,0.05897719167093308,0.003219555559278414,-0.005485592113169546,,0.0061327740667654245
telemetry_05,0.017376094445478205,0.014283207291856262,,0.0027248389182413443,1.0,0.003712187658987599,-0.002693529541800961,,-0.0073035630714391505,-0.011103375115488636,-0.008058845277664194,-0.0012193428077275838,0.005358105427862093,,0.015982931391340386,-0.003322581260549837,,-0.016286898121371313,-0.001416703435540876,,0.0006956740885558836,0.00539242407928356,-0.012825411681525423,0.005414520943360141,-0.002220029188119386,-0.00045995072653440765,,-0.0044752104198229085
telemetry_06,0.0739477755615881,-0.0019640956175931115,,-0.006385674385485735,0.003712187658987599,1.0,-0.6009314738483628,,0.00045898848914099324,-0.004101469837456217,0.4288664328737734,-0.8393199850155137,0.24127009388944487,,-0.3399786100889257,-0.10176484975927902,,-0.10421573321113572,-0.24548383444038382,,-0.244547585229578,0.08903528499306487,0.2715050400673305,0.4068046935110452,-0.1592641584124716,0.3847970751027222,,-0.23000754096138304
telemetry_07,-0.006734451150598722,-0.0015094507063596458,,0.004902642517564649,-0.002693529541800961,-0.6009314738483628,1.0,,-0.006102381098428723,-0.002765296351664208,-0.3210490064020764,0.5923489576921874,0.25623964667255184,,0.5556035216236219,-0.3776880442547573,,0.06597398363038477,0.547056779237008,,0.5471048250625242,0.3677048766321438,-0.5598546478006996,-0.4144269711083388,-0.40559159885334256,-0.3440392311204485,,-0.3304820910397062
telemetry_08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telemetry_09,0.013138629007072678,0.0010777828315385622,,-0.0014673137187165553,-0.0073035630714391505,0.00045898848914099324,-0.006102381098428723,,1.0,0.006889178557943429,-0.0013339918772266332,-0.000941887157926211,-0.004231789022163768,,0.0046722208649769585,0.002609054629837302,,-0.008177978355731306,-0.0022347931285015016,,-0.002847413744183619,0.00673927651121255,-0.0044313956355264,-0.001166310701114375,0.005439364454046252,0.010899333296678025,,0.008668935138175888
telemetry_10,0.002671440693458836,-0.005132997179042606,,-0.05588422378396795,-0.011103375115488636,-0.004101469837456217,-0.002765296351664208,,0.006889178557943429,1.0,-0.029071630531469207,0.0025914338479611702,-0.0013060015559056169,,-0.011231393037922583,0.01683572725298385,,0.007901851595491626,-0.009543819962042408,,-0.012000300496365407,-0.006150549538971051,0.012358979197892962,0.04940307903406822,0.005844067221738083,-0.004313927071323972,,0.010076628710095643
