uav_id,channel,n_cycles,pearson_cycle,spearman_cycle,pearson_rul,spearman_rul,linear_slope_per_cycle,theil_sen_slope_per_cycle,first_value,last_value,last_minus_first,early_mean,late_mean,early_to_late_change,early_to_late_effect_size
UAV_0001,telemetry_01,259,0.8707822419975606,0.8787879625088926,-0.8707822419975606,-0.8787879625088926,0.34617430125867144,0.3290391073015843,-53.63786294882712,51.69630532950928,105.33416827833639,-38.4053285969634,33.8271289156804,72.2324575126438,2.4254995442066494
UAV_0001,telemetry_02,259,0.05819295414352041,0.061519812682603384,-0.05819295414352041,-0.061519812682603384,0.005764132689010125,-0.010131700124040147,20.03206728111687,8.476458324618044,-11.555608956498826,10.583036485897635,12.400257862623578,1.8172213767259429,0.2449053874566673
UAV_0001,telemetry_03,259,,,,,0.0,0.0,30377.82504938608,30377.82504938608,0.0,30377.825049386083,30377.825049386083,0.0,0.0
UAV_0001,telemetry_04,259,0.016763715846897065,-0.06564914291116694,-0.016763715846897065,0.06564914291116694,1.5596392761219155e-05,-8.081471204986327e-05,-125.88807832786463,-125.9563505966044,-0.06827226873976144,-125.89983896600185,-125.89511079704168,0.004728168960170365,0.0678411469831026
UAV_0001,telemetry_05,259,-0.018588535461194156,-0.010828078269938734,0.018588535461194156,0.010828078269938734,-6.330192020093754e-07,5.538464188066136e-07,-113.52228147330496,-113.52679993920744,-0.004518465902478397,-113.52604243550778,-113.52628541418835,-0.00024297868057487904,-0.09524682915749742
UAV_0001,telemetry_06,259,0.7932188226469951,0.7785869507974864,-0.7932188226469951,-0.7785869507974864,0.014470069245029223,0.014094412125550675,-137.75933083557825,-134.21507350623517,3.5442573293430826,-138.45430969868997,-135.38605605144213,3.068253647247843,2.245265628104477
UAV_0001,telemetry_07,259,,,,,0.0,0.0,140.5912754437698,140.5912754437698,0.0,140.59127544376977,140.59127544376977,0.0,
UAV_0001,telemetry_08,259,,,,,0.0,0.0,-4680.605940223184,-4680.605940223168,1.6370904631912708e-11,-4680.60594022318,-4680.605940223169,1.1823431123048067e-11,2.4821533404678267
UAV_0001,telemetry_09,259,0.011805081172511443,0.059869043589973824,-0.011805081172511443,-0.059869043589973824,0.0014422708534559533,0.010958551957870478,-155.8492610787426,-151.5586714516058,4.2905896271367965,-153.89921187692724,-152.03297537965946,1.8662364972677778,0.2039120525107421
UAV_0001,telemetry_10,259,-0.10524923975746142,-0.08118261374075326,0.10524923975746142,0.08118261374075326,-0.003721991783551367,0.0010139846732886001,-63.534983611055786,-62.609303442828285,0.9256801682275011,-62.250636344648015,-63.0498624192112,-0.7992260745631867,-0.3016944136692458
UAV_0001,telemetry_11,259,0.20318848849726712,0.6979940126608937,-0.20318848849726712,-0.6979940126608937,0.001740246205779887,0.0017997519461731921,62.57568075259925,63.14565318079824,0.5699724281989944,62.53713790377484,62.795935199434865,0.25879729566002396,0.40336870877557024
UAV_0001,telemetry_12,259,-0.7803794119238598,-0.7690050638154673,0.7803794119238598,0.7690050638154673,-0.026540939408888454,-0.026635131237882585,639.4585876253802,629.3372377549845,-10.121349870395761,637.9936554072967,632.3669839332937,-5.626671474003047,-2.208488480680648
UAV_0001,telemetry_13,259,0.6911906478297145,0.6592025196676359,-0.6911906478297145,-0.6592025196676359,0.052262192018995415,0.04744378228934093,7133.48721737453,7150.636189552772,17.14897217824182,7132.163020525589,7143.6153340343935,11.452313508804764,2.0218900143940486
UAV_0001,telemetry_14,259,,,,,0.0,0.0,-648.8153498138007,-648.8153498137997,1.0231815394945443e-12,-648.8153498138005,-648.8153498137998,6.821210263296962e-13,2.3914873661928677
UAV_0001,telemetry_15,259,-0.09672021971879918,-0.09150245087023144,0.09672021971879918,0.09150245087023144,-0.024638220092563373,0.009428024067692897,50043.626032171385,50067.248454569584,23.622422398198978,50073.15287406639,50068.08821531762,-5.0646587487717625,-0.2654068938872681
UAV_0001,telemetry_16,259,-0.7563686178711454,-0.7568539623876577,0.7563686178711454,0.7568539623876577,-0.028841435644673074,-0.02668165209741416,-692.8648959266694,-705.005047630993,-12.140151704323557,-693.8321058152007,-700.0689419929713,-6.236836177770556,-2.1834086702794235
