uav_id,channel,window,available_points,endpoint_cycle,rolling_mean,rolling_sd,window_delta,window_slope
UAV_0001,telemetry_07,5,5,259,140.5912754437698,0.0,0.0,0.0
UAV_0001,telemetry_07,20,20,259,140.59127544376983,2.9160058604848984e-14,0.0,0.0
UAV_0001,telemetry_07,50,50,259,140.59127544376977,2.8710262101646174e-14,0.0,0.0
UAV_0001,telemetry_13,5,5,259,7147.652709001632,2.4080771381836334,5.823558058955314,0.9613560724021226
UAV_0001,telemetry_13,20,20,259,7146.367264117531,2.9211154964714434,8.61961195342883,0.2735197602384393
UAV_0001,telemetry_13,50,50,259,7143.724426146659,3.918736055105449,13.654162897215429,0.19034829010007895
UAV_0001,telemetry_15,5,5,259,50064.904715532684,19.715536797897478,36.20460038575402,7.105229922383296
UAV_0001,telemetry_15,20,20,259,50064.802947916614,19.661500729356305,27.878159070467518,-0.6257236015997533
UAV_0001,telemetry_15,50,50,259,50067.71966947069,19.242845941856338,-29.728479362755024,-0.18644475876767005
UAV_0001,telemetry_16,5,5,259,-702.5770172901282,2.9020513277334596,-6.937229545327796,-1.2140151704323672
UAV_0001,telemetry_16,20,20,259,-701.8832943355956,1.9973287052460105,-3.468614772663841,-0.08084741199441942
UAV_0001,telemetry_16,50,50,259,-700.2183592447167,2.2314748924512005,-5.2029221589957615,-0.08761063003223095
UAV_0001,telemetry_18,5,5,259,-104.15264137825321,0.04792473824586328,0.11149135137844723,0.014601728059724905
UAV_0001,telemetry_18,20,20,259,-104.15297072652604,0.1655851060274745,0.3510628418492985,0.008502671848766937
UAV_0001,telemetry_18,50,50,259,-104.20513099737921,0.18328316196761701,0.26837609856042377,0.005318610136810876
UAV_0001,telemetry_19,5,5,259,33507.06152224964,0.3463782272912596,0.22893696663231822,-0.0043108230784127954
UAV_0001,telemetry_19,20,20,259,33506.92247291156,0.4187810371178501,0.3705007702083094,0.027122415912097332
UAV_0001,telemetry_19,50,50,259,33506.44659889396,0.5783242818352079,1.0775018424901646,0.028120458499336795
UAV_0001,telemetry_21,5,5,259,34964.23494802772,0.5755950873096911,-0.44146127971907845,0.044146127971907846
UAV_0001,telemetry_21,20,20,259,34963.69047911606,0.5524587405785886,0.8829225594381569,0.06262332940364411
UAV_0001,telemetry_21,50,50,259,34963.090091775644,0.7249927086587115,1.6186913589699543,0.03954956034545064
UAV_0001,telemetry_22,5,5,259,23235.45485623652,45.67944580739581,-4.8074957728422305,9.9500594328827
UAV_0001,telemetry_22,20,20,259,23192.478757661112,51.763828024420235,-22.289298583178606,4.852624236237337
UAV_0001,telemetry_22,50,50,259,23170.34679530323,52.714120827416345,22.726343653437652,1.4663587892299434
UAV_0001,telemetry_23,5,5,259,-17409.47961614067,8.754630864374494,3.6865220027211762,-1.6869740127793194
UAV_0001,telemetry_23,20,20,259,-17404.352332222956,10.625765663579907,11.837004949054972,-0.2854815815373472
UAV_0001,telemetry_23,50,50,259,-17404.426599013448,8.740371393611591,-11.569811317553103,-0.08194421074224043
UAV_0001,telemetry_25,5,5,259,-174.50913972134404,0.3444210689751763,-0.3038352420034016,-0.07899716292088499
UAV_0001,telemetry_25,20,20,259,-174.25695647048124,0.30687438607234885,-0.8507386776095416,-0.029926629099584448
UAV_0001,telemetry_25,50,50,259,-173.67420047631865,0.5861203468069215,-2.2179972666249057,-0.03600210531417125
UAV_0001,telemetry_26,5,5,259,-6530.006772376754,21.19093672884466,20.048637987899383,-0.741593415556963
UAV_0001,telemetry_26,20,20,259,-6555.709639933845,36.74097756845308,105.94654027520119,2.5791386880176215
UAV_0001,telemetry_26,50,50,259,-6585.44118182991,42.51965989210392,102.14593967951168,2.039080647985499
UAV_0001,telemetry_28,5,5,259,-9928.712696276203,29.63815944161626,-39.881143926120785,-13.363185348515435
UAV_0001,telemetry_28,20,20,259,-9914.699448249605,23.54074043946201,-46.50222464167928,-1.559203903495084
UAV_0001,telemetry_28,50,50,259,-9882.910816510155,40.892290225242164,-179.20805238268258,-2.1843238435824768
UAV_0002,telemetry_07,5,5,253,140.69441388260046,0.03843742671976016,0.0,0.0
UAV_0002,telemetry_07,20,20,253,140.68152157774662,0.01921871335988008,0.0,0.0009693462296114715
UAV_0002,telemetry_07,50,50,253,140.67378619483432,0.02430996316605134,0.08594869902555047,0.0007346395402904193
UAV_0002,telemetry_13,5,5,253,7142.327742678994,4.235564400103696,7.498311868331257,1.9567240499870422
UAV_0002,telemetry_13,20,20,253,7141.121813596481,3.6514251682717487,10.47966286402152,0.29078505971290286
UAV_0002,telemetry_13,50,50,253,7137.889407293858,4.318809839464839,7.134618590607715,0.19188023010829738
UAV_0002,telemetry_15,5,5,253,50308.13548568818,14.232479585186855,7.154571796854725,1.5419335769081954
UAV_0002,telemetry_15,20,20,253,50267.40993605494,33.59500659439151,111.57431362493662,4.682191444388429
UAV_0002,telemetry_15,50,50,253,50196.99661410537,68.19791505488612,235.29906383589696,4.469618593394189
UAV_0002,telemetry_16,5,5,253,-702.230155812862,0.9499192771418197,0.0,0.0
UAV_0002,telemetry_16,20,20,253,-700.929425273113,1.618632560059754,-5.202922158995875,-0.13170304211994616
UAV_0002,telemetry_16,50,50,253,-698.6921687447449,2.4214482425432684,-6.937229545327796,-0.13641274904258097
UAV_0002,telemetry_18,5,5,253,-103.06698739075391,0.008172609264578344,0.015189197014123579,0.003909820860354784
UAV_0002,telemetry_18,20,20,253,-103.06432090886865,0.01876359478837653,-0.0764369324642189,-0.0010012515673975843
UAV_0002,telemetry_18,50,50,253,-103.05642146620909,0.029997070204735764,-0.08688470095650302,-0.0005555296143917722
UAV_0002,telemetry_19,5,5,253,33511.162711042394,0.4311503666852484,-0.078268762496009,-0.13281730036032968
UAV_0002,telemetry_19,20,20,253,33509.86936081552,1.0202157890195012,2.0856226366304327,0.1467807340505708
UAV_0002,telemetry_19,50,50,253,33508.21796057521,1.6724680626318746,5.731688758598466,0.10719457650567432
UAV_0002,telemetry_21,5,5,253,34967.560623001584,0.6695091794965145,1.3243838391572353,0.13243838391572355
UAV_0002,telemetry_21,20,20,253,34966.65562737817,0.8639699470651778,2.6487676783144707,0.12624243612973307
UAV_0002,telemetry_21,50,50,253,34964.8706522705,1.667994621276493,6.033304156153463,0.10958273750890996
UAV_0002,telemetry_22,5,5,253,23215.175964976534,48.05405006685217,-36.85746759178801,-6.847039434047838
UAV_0002,telemetry_22,20,20,253,23202.377828502464,55.565313574137065,31.175881678434962,3.5808121282750074
UAV_0002,telemetry_22,50,50,253,23146.487048100927,73.71635267853246,26.077022525416396,3.530169906997982
UAV_0002,telemetry_23,5,5,253,-17497.88116806541,1.6529139847348584,-0.7515919841571304,-0.20788794635882368
UAV_0002,telemetry_23,20,20,253,-17472.107433885405,18.088970620576205,-53.34302946829848,-2.738046080770229
UAV_0002,telemetry_23,50,50,253,-17444.1006756829,28.124385488045153,-105.88907142578682,-1.8421313089191929
UAV_0002,telemetry_25,5,5,253,-174.22353459386085,0.37802770061267327,-0.3646022904040649,-0.13672585890153072
UAV_0002,telemetry_25,20,20,253,-173.9622362857379,0.34558293225724596,-1.1545739196129432,-0.037145571691544886
UAV_0002,telemetry_25,50,50,253,-173.27009960445415,0.7084810617794132,-2.005312597222485,-0.04445988633647045
UAV_0002,telemetry_26,5,5,253,-7668.595757533227,9.36275578341805,-20.237064258476494,-2.5978075395632003
UAV_0002,telemetry_26,20,20,253,-7638.670736980801,24.088066469710228,-79.5130042496121,-3.8900746141391314
UAV_0002,telemetry_26,50,50,253,-7597.659823922528,39.869592904348444,-135.48786283688332,-2.667412992119785
UAV_0002,telemetry_28,5,5,253,-9893.846940327567,28.99554867348605,25.361198249609515,10.10918570436861
UAV_0002,telemetry_28,20,20,253,-9879.777274726663,34.71009572214389,-36.23058884999227,-3.4117777303897516
UAV_0002,telemetry_28,50,50,253,-9825.532038054029,56.50887216032892,-76.20278788779069,-3.2790474341328633
UAV_0003,telemetry_07,5,5,222,140.5912754437698,0.0,0.0,0.0
UAV_0003,telemetry_07,20,20,222,140.59127544376983,2.9160058604848984e-14,0.0,0.0
UAV_0003,telemetry_07,50,50,222,140.59127544376977,2.8710262101646174e-14,0.0,0.0
UAV_0003,telemetry_13,5,5,222,7149.912512189207,3.042949498423899,2.3365020027958963,0.9458480909145692
UAV_0003,telemetry_13,20,20,222,7145.921437859851,3.9106417808757605,13.04304440951637,0.2903128172764686
UAV_0003,telemetry_13,50,50,222,7143.330374393985,4.300927149165467,10.377741645693277,0.19729757891048422
UAV_0003,telemetry_15,5,5,222,50137.609967550976,16.549273612973565,33.367442604248936,4.508613778873405
UAV_0003,telemetry_15,20,20,222,50122.85366321998,21.888423576664554,37.068083188831224,2.3917360670358385
UAV_0003,telemetry_15,50,50,222,50093.64142321878,32.674681644502,93.44117476051906,1.9110824709454854
UAV_0003,telemetry_16,5,5,222,-701.5364328583291,1.2263405135372185,0.0,0.17343073863319206
UAV_0003,telemetry_16,20,20,222,-700.8427099037963,1.7251553045781505,-3.4686147726639547,-0.13039905160390747
UAV_0003,telemetry_16,50,50,222,-699.5593224379107,2.0131020621604323,-6.937229545327796,-0.0825305459714271
UAV_0003,telemetry_18,5,5,222,-103.33018214596999,0.007303804379719577,0.016218021200302246,0.0033643623307810346
UAV_0003,telemetry_18,20,20,222,-103.32644633140069,0.006252090474804573,0.0007505717769333842,-0.00015664171731379656
UAV_0003,telemetry_18,50,50,222,-103.32670575770298,0.0053888959094734856,-0.001791882324710059,2.0484993393791962e-05
UAV_0003,telemetry_19,5,5,222,33507.03079073926,0.669983206690523,-1.4732571467684465,-0.41104268606795813
UAV_0003,telemetry_19,20,20,222,33506.73012537838,0.5481279631897932,0.2704944998695282,0.040944567541928815
UAV_0003,telemetry_19,50,50,222,33506.08370890223,0.7221836582966539,1.2229292929332587,0.037968244972748984
UAV_0003,telemetry_21,5,5,222,34963.88177900394,0.421384240625517,-0.7357687995317974,-0.11772300792508758
UAV_0003,telemetry_21,20,20,222,34963.41088697224,0.5075148826605771,0.7357687995317974,0.058861503962565676
UAV_0003,telemetry_21,50,50,222,34962.836987308605,0.6689148525427051,0.7357687995317974,0.03590339755498247
UAV_0003,telemetry_22,5,5,222,23224.82009286024,49.61615528795609,-55.941768993066944,-10.503649855209005
UAV_0003,telemetry_22,20,20,222,23195.68375484301,52.8743228367085,16.316349289649224,0.38227751759457573
UAV_0003,telemetry_22,50,50,222,23150.13783125448,69.55519393558522,161.56099430552058,3.2133778140544247
UAV_0003,telemetry_23,5,5,222,-17432.254349761726,6.13213019027115,2.164022212920827,-0.2267575880916411
UAV_0003,telemetry_23,20,20,222,-17428.286904238517,11.53291609611976,-8.855956248426082,-1.102193548625584
UAV_0003,telemetry_23,50,50,222,-17413.307304423914,17.370212430371332,-21.883190852207917,-0.9913572019654009
