uav_id,channel,n_cycles,pearson_cycle,spearman_cycle,pearson_rul,spearman_rul,linear_slope_per_cycle,theil_sen_slope_per_cycle,first_value,last_value,last_minus_first,early_mean,late_mean,early_to_late_change,early_to_late_effect_size
UAV_0001,telemetry_07,259,,,,,0.0,0.0,140.5912754437698,140.5912754437698,0.0,140.59127544376977,140.59127544376977,0.0,
UAV_0001,telemetry_13,259,0.6911906478297144,0.6592025196676359,-0.6911906478297144,-0.6592025196676359,0.052262192018995415,0.04744378228934093,7133.48721737453,7150.636189552772,17.14897217824182,7132.163020525589,7143.6153340343935,11.452313508804764,2.0218900143940486
UAV_0001,telemetry_15,259,-0.09672021971879918,-0.09150245087023144,0.09672021971879918,0.09150245087023144,-0.024638220092563373,0.009428024067692897,50043.626032171385,50067.248454569584,23.622422398198978,50073.15287406639,50068.08821531762,-5.0646587487717625,-0.2654068938872681
UAV_0001,telemetry_16,259,-0.7563686178711458,-0.7568539623876577,0.7563686178711458,0.7568539623876577,-0.028841435644673074,-0.02668165209741416,-692.8648959266694,-705.005047630993,-12.140151704323557,-693.8321058152007,-700.0689419929713,-6.236836177770556,-2.1834086702794235
UAV_0001,telemetry_18,259,0.9330680636177523,0.9357712683294078,-0.9330680636177523,-0.9357712683294078,0.005081814389121917,0.005368752958855413,-105.48396588180913,-104.0982426569088,1.3857232249003317,-105.24924997693755,-104.21555781359277,1.0336921633447815,2.5336103072061205
UAV_0001,telemetry_19,259,0.8224839382939209,0.8087767041255413,-0.8224839382939209,-0.8087767041255413,0.011220657589646747,0.01094906247602411,33504.04891490564,33507.12793917462,3.0790242689836305,33503.91549996811,33506.41596958412,2.5004696160103776,2.446722775919611
UAV_0001,telemetry_21,259,0.8606196309386119,0.8732298975088678,-0.8606196309386119,-0.8732298975088678,0.01222664683065231,0.01271699159684588,34959.879196734495,34964.14665577177,4.267459037277149,34960.42253369415,34963.06281173246,2.6402780383068603,2.4808905841611484
UAV_0001,telemetry_22,259,0.695304993940437,0.680944477370423,-0.695304993940437,-0.680944477370423,0.790562221683606,0.7227441388325699,22971.071725068214,23208.67856159869,237.60683653047454,23001.082153225954,23168.53485126708,167.45269804112468,1.966009029043515
UAV_0001,telemetry_23,259,-0.4081731804953375,-0.40253900719016994,0.4081731804953375,0.40253900719016994,-0.04933646500443086,-0.0559284588696154,-17380.129104313994,-17406.38808578954,-26.258981475544715,-17394.117490217704,-17404.33044323113,-10.212953013426159,-1.12792919408206
UAV_0001,telemetry_25,259,-0.8372365080330884,-0.8365414782534922,0.8372365080330884,0.8365414782534922,-0.009455174939020771,-0.00930745618437252,-171.835389591714,-174.9952761085495,-3.159886516835485,-171.68989925467773,-173.64554647580354,-1.9556472211258153,-2.3116558115538393
UAV_0001,telemetry_26,259,0.969769236882845,0.971740076391239,-0.969769236882845,-0.971740076391239,1.6972803365378408,1.7733827765030954,-6977.909304560495,-6517.519996532872,460.389308027623,-6936.53217673253,-6588.651947420342,347.880229312188,2.653375031738721
UAV_0001,telemetry_28,259,-0.830489282669229,-0.8226797715169808,0.830489282669229,0.8226797715169808,-0.7422316397846526,-0.6677503210005178,-9709.482936293503,-9967.032945692752,-257.55000939924867,-9722.052277081348,-9881.426145601772,-159.37386852042437,-2.3804866505326743
UAV_0002,telemetry_07,253,0.6724568435712881,0.677855073445295,-0.6724568435712881,-0.677855073445295,0.0003205477296036579,0.0,140.5912754437698,140.67722414279535,0.08594869902555047,140.59127544376977,140.67216833697032,0.0808928932005415,2.318972429412952
UAV_0002,telemetry_13,253,0.619495680024373,0.5862866449994146,-0.619495680024373,-0.5862866449994146,0.04014084246392426,0.0349015223156986,7133.570251382278,7143.985503971758,10.415252589479678,7129.771687628124,7137.761304964813,7.989617336688752,1.6849665454980962
UAV_0002,telemetry_15,253,0.8368122489761948,0.8716749697501863,-0.8368122489761948,-0.8716749697501863,1.0165958605004524,0.7992796259415246,49975.534245415205,50324.196265825245,348.66202041004,49978.22144259785,50195.753803548774,217.53236095092143,2.446904779259664
UAV_0002,telemetry_16,253,-0.6871571441935458,-0.6579910728223247,0.6871571441935458,0.6579910728223247,-0.02708831190254219,-0.028666237790610255,-694.5992033130013,-703.270740244661,-8.671536931659716,-692.8989019538523,-698.57790849341,-5.67900653955769,-1.9686114086368627
UAV_0002,telemetry_18,253,-0.12182400568684162,-0.13434881904584065,0.12182400568684162,0.13434881904584065,-7.07316041479572e-05,-2.2138800649979364e-05,-103.06508457061832,-103.0652355089385,-0.00015093832017498698,-103.03764264373896,-103.05659985216353,-0.01895720842456683,-0.44617707983448734
UAV_0002,telemetry_19,253,0.8105981419572394,0.8576882435150153,-0.8105981419572394,-0.8576882435150153,0.022034670283414517,0.01714824181669558,33503.08752923715,33511.005584357044,7.918055119895143,33503.409312218064,33508.172947810664,4.763635592600622,2.3946998294350976
UAV_0002,telemetry_21,253,0.8149049970360878,0.858831361583465,-0.8149049970360878,-0.858831361583465,0.02254289760252535,0.018394219987840188,34959.437735454776,34968.26696104914,8.829225594367017,34959.96864313758,34964.82471721447,4.856074076888035,2.398811100020915
UAV_0002,telemetry_22,253,0.6744201682308417,0.6474418528866305,-0.6744201682308417,-0.6474418528866305,0.8762230597956789,0.7826063212185488,23039.83348278887,23156.0874714776,116.25398868873162,22950.733418530694,23145.432712575224,194.6992940445307,2.047829296164105
UAV_0002,telemetry_23,253,-0.8269584971721677,-0.8655000140792678,0.8269584971721677,0.8655000140792678,-0.40439417837206415,-0.3252217499295903,-17356.777956326754,-17499.507078450875,-142.7291221241212,-17357.510920293927,-17443.20605085011,-85.69513055618154,-2.394685409009561
UAV_0002,telemetry_25,253,-0.8072935875663787,-0.813096805046686,0.8072935875663787,0.813096805046686,-0.009757971229070428,-0.00859891467627296,-171.2884861561079,-174.2053044793406,-2.916818323232718,-171.1282279598355,-173.25567040923585,-2.1274424494003483,-2.405156243774001
UAV_0002,telemetry_26,253,-0.8438101204205399,-0.9334684961078037,0.8438101204205399,0.9334684961078037,-0.5929248594784203,-0.4550933738942562,-7468.521519403338,-7678.78605230168,-210.2645328983417,-7469.529010573487,-7596.55169620421,-127.02268563072357,-2.470244070109362
UAV_0002,telemetry_28,253,-0.7300810371743508,-0.7139989418318758,0.7300810371743508,0.7139989418318758,-0.5920613658681901,-0.6048815463676478,-9687.257831746048,-9868.594697391523,-181.33686564547497,-9695.583451110784,-9824.219852513743,-128.63640140295865,-2.167612925260021
UAV_0003,telemetry_07,222,,,,,0.0,0.0,140.5912754437698,140.5912754437698,0.0,140.59127544376977,140.59127544376977,0.0,0.0
UAV_0003,telemetry_13,222,0.7533265506769151,0.7448964091011046,-0.7533265506769151,-0.7448964091011046,0.06642824714061905,0.06631765168394985,7131.285170835317,7153.66489716767,22.37972633235222,7131.293387598895,7143.724432659717,12.431045060822726,2.194824636699621
UAV_0003,telemetry_15,222,0.8202220190605287,0.8130267268439068,-0.8202220190605287,-0.8130267268439068,0.5622874724621936,0.6238394276809187,49987.0062312274,50154.27518565018,167.268954422776,49999.04427798825,50097.1578541387,98.11357615044835,2.2282495426293294
UAV_0003,telemetry_16,222,-0.7371749873850214,-0.7310909079922656,0.7371749873850214,0.7310909079922656,-0.032002688792581356,-0.03468614772663841,-692.8648959266694,-701.5364328583291,-8.671536931659716,-693.8284000301871,-699.8021254719972,-5.973725441810075,-2.142353262184892
UAV_0003,telemetry_18,222,-0.16445649716753374,0.009458335229899462,0.16445649716753374,-0.009458335229899462,-3.863613743035173e-05,1.937900668211006e-06,-103.32491077529552,-103.32097283065806,0.003937944637456781,-103.31960998702867,-103.32653206967504,-0.0069220826463691765,-0.4587286005486464
