channel,telemetry_01,telemetry_02,telemetry_03,telemetry_04,telemetry_05,telemetry_06,telemetry_07,telemetry_08,telemetry_09,telemetry_10,telemetry_11,telemetry_12,telemetry_13,telemetry_14,telemetry_15,telemetry_16,telemetry_17,telemetry_18,telemetry_19,telemetry_20,telemetry_21,telemetry_22,telemetry_23,telemetry_24,telemetry_25,telemetry_26,telemetry_27,telemetry_28
telemetry_01,1.0,-0.025754575457545753,,0.06687068706870687,0.12823282328232824,0.03758775877587759,-0.010944141315405482,,0.017533753375337535,-0.07102310231023103,0.01062106210621062,-0.0406960696069607,0.023054305430543053,,-0.024446444644464445,-0.024266426642664266,,0.032103210321032104,0.011197119711971197,,0.019465946594659465,0.019093909390939093,0.03653165316531653,0.028286828682868286,-0.004548454845484548,0.03134713471347135,,-0.023594359435943596
telemetry_02,-0.025754575457545753,1.0,,-0.058937893789378935,0.0741074107410741,0.01086108610861086,-0.07166562102914073,,0.057713771377137714,-0.008724872487248726,0.009948994899489949,-0.006756675667566756,0.092001200120012,,0.0862046204620462,-0.07582358235823583,,-0.15666366636663667,0.07399939993999399,,0.0702910291029103,0.09084908490849085,-0.09772577257725773,0.039711971197119715,-0.09281728172817282,-0.0237983798379838,,-0.09491749174917492
telemetry_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telemetry_04,0.06687068706870687,-0.058937893789378935,,1.0,-0.01684968496849685,-0.14833483348334833,0.1418508751170672,,-0.14383438343834384,0.05390939093909391,-0.12579657965796578,0.14843084308430843,-0.04433243324332433,,0.2016801680168017,0.017317731773177317,,0.10625862586258626,0.011677167716771677,,0.008112811281128113,-0.029258925892589258,-0.18420642064206422,-0.10653465346534653,0.0532973297329733,-0.1320972097209721,,0.058397839783978396
telemetry_05,0.12823282328232824,0.0741074107410741,,-0.01684968496849685,1.0,0.013141314131413142,-0.06008703673892914,,0.01218121812181218,0.0192979297929793,0.009216921692169217,-0.02457845784578458,0.008652865286528652,,0.08603660366036604,0.02568256825682568,,-0.011689168916891689,-0.07203120312031203,,-0.06712271227122713,-0.004092409240924092,-0.08777677767776777,0.01378937893789379,-0.0013801380138013801,0.030303030303030304,,-0.02159015901590159
telemetry_06,0.03758775877587759,0.01086108610861086,,-0.14833483348334833,0.013141314131413142,1.0,-0.9054294304201768,,0.03445544554455446,-0.11581158115811581,0.9659405940594059,-0.9972997299729973,0.8297749774977498,,-0.4717791779177918,-0.7810621062106211,,-0.733981398139814,0.25557755775577556,,0.2579177917791779,0.7914191419141914,0.31715571557155714,0.9346774677467746,-0.7867746774677468,0.8696309630963096,,-0.8265826582658266
telemetry_07,-0.010944141315405482,-0.07166562102914073,,0.1418508751170672,-0.06008703673892914,-0.9054294304201768,1.0,,-0.11459626232435452,0.0687974100805381,-0.8911015932391387,0.9052642108954877,-0.7183678845671864,,0.32493393481554433,0.6509715360560118,,0.6419571587889749,-0.0017843708666421983,,-0.007553836668785306,-0.661327495863524,-0.1866716277747242,-0.8872156300184513,0.651315192667365,-0.8134616341972404,,0.7098029044073038
telemetry_08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telemetry_09,0.017533753375337535,0.057713771377137714,,-0.14383438343834384,0.01218121812181218,0.03445544554455446,-0.11459626232435452,,1.0,-0.07267926792679268,0.013825382538253826,-0.04045604560456045,-0.13585358535853587,,-0.11066306630663067,0.15953195319531954,,0.014737473747374738,-0.30726672667266725,,-0.30543054305430545,-0.15805580558055807,0.1218961896189619,0.05527752775277528,0.15593159315931593,0.07950795079507951,,0.14184218421842185
telemetry_10,-0.07102310231023103,-0.008724872487248726,,0.05390939093909391,0.0192979297929793,-0.11581158115811581,0.0687974100805381,,-0.07267926792679268,1.0,-0.14844284428442844,0.12128412841284128,-0.2001200120012001,,-0.09746174617461746,0.22113411341134112,,0.2535493549354936,-0.18162616261626163,,-0.1916951695169517,-0.22673867386738675,0.1338013801380138,-0.09161716171617161,0.2165856585658566,-0.14825082508250825,,0.20283228322832283
telemetry_11,0.01062106210621062,0.009948994899489949,,-0.12579657965796578,0.009216921692169217,0.9659405940594059,-0.8911015932391387,,0.013825382538253826,-0.14844284428442844,1.0,-0.9652925292529253,0.8135133513351335,,-0.38713471347134715,-0.7755895589558955,,-0.7236003600360036,0.23615961596159615,,0.2407080708070807,0.7794539453945395,0.23501950195019503,0.8987818781878187,-0.7737893789378938,0.8457125712571257,,-0.8110651065106511
telemetry_12,-0.0406960696069607,-0.006756675667566756,,0.14843084308430843,-0.02457845784578458,-0.9972997299729973,0.9052642108954877,,-0.04045604560456045,0.12128412841284128,-0.9652925292529253,1.0,-0.8296669666966696,,0.4706630663066307,0.7808340834083408,,0.7294569456945694,-0.2551455145514551,,-0.25735373537353734,-0.7903150315031503,-0.3166756675667567,-0.9356855685568557,0.7858505850585058,-0.8694509450945095,,0.8254305430543054
telemetry_13,0.023054305430543053,0.092001200120012,,-0.04433243324332433,0.008652865286528652,0.8297749774977498,-0.7183678845671864,,-0.13585358535853587,-0.2001200120012001,0.8135133513351335,-0.8296669666966696,1.0,,-0.186006600660066,-0.982070207020702,,-0.8138133813381339,0.660990099009901,,0.6655625562556255,0.983006300630063,0.006912691269126913,0.747002700270027,-0.9864026402640264,0.7168676867686768,,-0.9944074407440744
telemetry_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telemetry_15,-0.024446444644464445,0.0862046204620462,,0.2016801680168017,0.08603660366036604,-0.4717791779177918,0.32493393481554433,,-0.11066306630663067,-0.09746174617461746,-0.38713471347134715,0.4706630663066307,-0.186006600660066,,1.0,0.11133513351335134,,0.22556255625562557,-0.1042064206420642,,-0.09628562856285629,-0.13137713771377138,-0.9741974197419742,-0.44974497449744977,0.1951155115511551,-0.39516351635163516,,0.19495949594959497
telemetry_16,-0.024266426642664266,-0.07582358235823583,,0.017317731773177317,0.02568256825682568,-0.7810621062106211,0.6509715360560118,,0.15953195319531954,0.22113411341134112,-0.7755895589558955,0.7808340834083408,-0.982070207020702,,0.11133513351335134,1.0,,0.8132253225322532,-0.706978697869787,,-0.7123312331233124,-0.9908910891089109,0.06505850585058506,-0.6977257725772578,0.9837143714371437,-0.6761596159615961,,0.982046204620462
telemetry_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telemetry_18,0.032103210321032104,-0.15666366636663667,,0.10625862586258626,-0.011689168916891689,-0.733981398139814,0.6419571587889749,,0.014737473747374738,0.2535493549354936,-0.7236003600360036,0.7294569456945694,-0.8138133813381339,,0.22556255625562557,0.8132253225322532,,1.0,-0.5172637263726373,,-0.525040504050405,-0.8222502250225022,-0.0868046804680468,-0.6725352535253525,0.8206780678067807,-0.6744074407440744,,0.8188898889888989
telemetry_19,0.011197119711971197,0.07399939993999399,,0.011677167716771677,-0.07203120312031203,0.25557755775577556,-0.0017843708666421983,,-0.30726672667266725,-0.18162616261626163,0.23615961596159615,-0.2551455145514551,0.660990099009901,,-0.1042064206420642,-0.706978697869787,,-0.5172637263726373,1.0,,0.9975397539753975,0.7065346534653465,-0.0017521752175217523,0.1732973297329733,-0.7309570957095709,0.18347434743474347,,-0.6717791779177917
telemetry_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telemetry_21,0.019465946594659465,0.0702910291029103,,0.008112811281128113,-0.06712271227122713,0.2579177917791779,-0.007553836668785306,,-0.30543054305430545,-0.1916951695169517,0.2407080708070807,-0.25735373537353734,0.6655625562556255,,-0.09628562856285629,-0.7123312331233124,,-0.525040504050405,0.9975397539753975,,1.0,0.711995199519952,-0.010633063306330633,0.17413741374137415,-0.7354455445544554,0.18893489348934894,,-0.6769036903690369
telemetry_22,0.019093909390939093,0.09084908490849085,,-0.029258925892589258,-0.004092409240924092,0.7914191419141914,-0.661327495863524,,-0.15805580558055807,-0.22673867386738675,0.7794539453945395,-0.7903150315031503,0.983006300630063,,-0.13137713771377138,-0.9908910891089109,,-0.8222502250225022,0.7065346534653465,,0.711995199519952,1.0,-0.04283228322832283,0.7038103810381038,-0.9857785778577858,0.6764956495649564,,-0.9851065106510651
telemetry_23,0.03653165316531653,-0.09772577257725773,,-0.18420642064206422,-0.08777677767776777,0.31715571557155714,-0.1866716277747242,,0.1218961896189619,0.1338013801380138,0.23501950195019503,-0.3166756675667567,0.006912691269126913,,-0.9741974197419742,0.06505850585058506,,-0.0868046804680468,-0.0017521752175217523,,-0.010633063306330633,-0.04283228322832283,1.0,0.3033783378337834,-0.017461746174617463,0.2560816081608161,,-0.015577557755775578
telemetry_24,0.028286828682868286,0.039711971197119715,,-0.10653465346534653,0.01378937893789379,0.9346774677467746,-0.8872156300184513,,0.05527752775277528,-0.09161716171617161,0.8987818781878187,-0.9356855685568557,0.747002700270027,,-0.44974497449744977,-0.6977257725772578,,-0.6725352535253525,0.1732973297329733,,0.17413741374137415,0.7038103810381038,0.3033783378337834,1.0,-0.6982658265826582,0.8107290729072907,,-0.7404260426042605
telemetry_25,-0.004548454845484548,-0.09281728172817282,,0.0532973297329733,-0.0013801380138013801,-0.7867746774677468,0.651315192667365,,0.15593159315931593,0.2165856585658566,-0.7737893789378938,0.7858505850585058,-0.9864026402640264,,0.1951155115511551,0.9837143714371437,,0.8206780678067807,-0.7309570957095709,,-0.7354455445544554,-0.9857785778577858,-0.017461746174617463,-0.6982658265826582,1.0,-0.6679267926792679,,0.9916711671167117
