channel,telemetry_01,telemetry_02,telemetry_03,telemetry_04,telemetry_05,telemetry_06,telemetry_07,telemetry_08,telemetry_09,telemetry_10,telemetry_11,telemetry_12,telemetry_13,telemetry_14,telemetry_15,telemetry_16,telemetry_17,telemetry_18,telemetry_19,telemetry_20,telemetry_21,telemetry_22,telemetry_23,telemetry_24,telemetry_25,telemetry_26,telemetry_27,telemetry_28
telemetry_01,1.0,0.08314051343483117,,0.1197390617314146,0.1346628514038849,0.13975844597601034,-0.1307399109475609,,0.07721414778862347,0.09869994391482617,0.16068103966215552,-0.13285984047980084,0.10222393388196074,,-0.13097332045662524,-0.08613968265520935,,-0.30529712746517557,0.04424402591467575,,0.044096909250519616,0.09844976775941408,0.11527168916573145,0.14553689139847,-0.09661060370524222,0.14320339546303695,,-0.09481950232923554
telemetry_02,0.08314051343483117,1.0,,-0.030011854000462346,0.14703826541286416,0.018314456847219225,-0.05152297988211301,,0.031024796069057826,0.03900556076926395,0.04590566439655724,-0.018093399118788083,0.06645070918871754,,0.054116385116868795,-0.06633715539467795,,-0.07882814089107341,0.11363898559833324,,0.11396731856801376,0.09555615904068619,-0.06768661545345772,-0.008390976223434163,-0.06666893412529874,0.03144392584290699,,-0.05952029544246267
telemetry_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telemetry_04,0.1197390617314146,-0.030011854000462346,,1.0,0.002094947946064078,-0.12453742938437817,0.1518020748003579,,-0.16263613701205828,0.04813452633361598,-0.09736819951992534,0.12526116157483133,-0.032597336067091434,,0.163024274942079,0.00277151594804614,,0.05697072712477419,0.05919114944326958,,0.0559673374447201,-0.00957996733970563,-0.16358991154401933,-0.12723733271603713,0.04251215071202335,-0.03771733952817106,,0.044196447719457806
telemetry_05,0.1346628514038849,0.14703826541286416,,0.002094947946064078,1.0,0.042390121422472636,-0.07420094152515679,,0.04454609608903969,-0.023104354265989266,0.03195957313499509,-0.05275861287073298,0.01778647763767287,,0.15980270264734572,0.015617496342068181,,-0.11920213574273872,-0.1061508151260826,,-0.10253718365133868,0.018530620302288796,-0.16436789526268852,0.06086482407031143,0.00021901459419622924,0.0128770134754782,,-0.013994358098634484
telemetry_06,0.13975844597601034,0.018314456847219225,,-0.12453742938437817,0.042390121422472636,1.0,-0.9489810889800915,,0.02098867777448366,-0.09660541852130702,0.9783152960883355,-0.9988913084971631,0.8339945635316572,,-0.37072252251625293,-0.7347502873898234,,-0.16427263193370903,0.17092180073263227,,0.17510000864211486,0.7344771023154553,0.2333420096643733,0.9459399921937629,-0.7728232532550698,0.32580228442421216,,-0.825346402726983
telemetry_07,-0.1307399109475609,-0.05152297988211301,,0.1518020748003579,-0.07420094152515679,-0.9489810889800915,1.0,,-0.08469484505684971,0.05821577694448214,-0.9255219500751161,0.9509718637050842,-0.6809973106575221,,0.2530731270215389,0.5764207190166644,,0.12599348991408876,-0.019915253382554007,,-0.02417926803789512,-0.5821872080640798,-0.1425031640975691,-0.9457629531230723,0.5965030184692162,-0.3678004207406956,,0.6623113514987645
telemetry_08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telemetry_09,0.07721414778862347,0.031024796069057826,,-0.16263613701205828,0.04454609608903969,0.02098867777448366,-0.08469484505684971,,1.0,-0.05540882400657602,-0.009489827308970456,-0.027448934687344547,-0.15313291385433123,,-0.041093496277463754,0.20506398765802242,,-0.12780101128557464,-0.274986661249238,,-0.2757421892694452,-0.19019055515388067,0.06809386689621473,0.09968335536605032,0.18453375815693956,0.13845628802636611,,0.1583855902225917
telemetry_10,0.09869994391482617,0.03900556076926395,,0.04813452633361598,-0.023104354265989266,-0.09660541852130702,0.05821577694448214,,-0.05540882400657602,1.0,-0.11802621449526074,0.10224446249971862,-0.1772626656656569,,-0.06147540982872645,0.2158380202594009,,0.10110375284732423,-0.18355697128678697,,-0.1815865538990705,-0.22112346608215935,0.10470128181073723,-0.05388290537695847,0.1913128373439884,-0.09931643248816849,,0.18549616120046183
